Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,22:16:00,22,Email,Transaction,Pembayaran pendaftaran SLPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,15:52:00,15,Email,Transaction,Pertanyaan tengtang BIRKH,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,16:36:00,16,Email,Transaction,Pembayaran Yuran Pengajian Trimester Pertama: COH11 SLTm,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,5/1/2023,1,00:47:00,0,Email,Transaction,Yuran pendaftaran Pengajian Al-Quran Peringkat Pertengahan,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,10:12:00,10,Website,Enquiry,Kehilangan Certificate SPI. Saya ingin re-print certificate saya.,Yes,Certificate,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,10:09:00,10,Phone,Enquiry,Saya nak tanya kalau saya nak beli buku SLPI over the counter boleh ke tidak?,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,10:12:00,10,Phone,Enquiry,PAQ course fee price,No,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,10:57:00,10,Counter,Transaction,Buy SLPI books and pay first payment fees - Nurazilah Bte Mohamad Bahtihar,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,11:41:00,11,Phone,Enquiry,Coming to collect books in 10 to 15 mins. Ref. No: 15267 - Syed,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,11:50:00,11,Phone,Enquiry,Saya register untuk PAQ2 hari Rabu tapi dapat email suruh tukar kepada hari Sabtu. Dah bayar semalam macam mana sekarang?,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,14:21:00,14,Counter,Transaction,Self-collect books - Ref. No: 15267 - Syed,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,14:43:00,14,Counter,Transaction,Buy books and pay fees - BA101 and PAQ1 - Zakaria Bin Ali,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,16:00:00,16,Counter,Transaction,Buy book - Ulum Al-Hadith (1 copy) - Norshila Binte Nastapa,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,16:05:00,16,Counter,Enquiry,Kesederhanaan Dalam Islam book for Andalus - Noretta,No,Books,Noted particulars and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,18:09:00,18,Counter,Transaction,Self-collect books - Ref. No: 15283 - Mohamad Hidir,Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,18:41:00,18,Website,Enquiry,I would like to enrol my son and daughter. Would you have class for them on Saturday morning? - Zarinah Marican,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,18:45:00,18,Phone,Enquiry,Masters courses information,No,General,Referred to Ustaz Afiq Zikry and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,18:57:00,18,Phone,Enquiry,Muhammad Ameen Bin Khamis has registered for SPI and made full payment but received email to complete payment before attending orientation tomorrow. He has yet to receive confirmation email with orientation details.,Yes,General,Referred to Ustazah Zahirah and Hidayah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,20:17:00,20,Email,Transaction,Pertanyaan Sesi Orientasi & pembayaran Yuran,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,18:45:00,18,Email,Transaction,yuran pendaftaran -Muhaimin Hasbullah,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,10:31:00,10,Email,Transaction,kehilangan Certificate SPI,Yes,Certificate,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,00:28:00,0,Email,Transaction,Pembayaran yuran pendaftaran SLPIe,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,14:32:00,14,Email,Transaction,Registration payment for SPIe,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,12:58:00,12,Email,Transaction,Pembayaran yuran SLPIe,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,12:55:00,12,Email,Transaction,Registration for PTI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,6/1/2023,1,11:50:00,11,Email,Enquiry,Penukaran Program SPIr ke SPI,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,09:37:00,9,Phone,Enquiry,Rohani enquired regarding the online book order delivered to her (Ref. No: 15032),No,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,10:20:00,10,Counter,Enquiry,Joharan Beevi D/O Mohd Ismail enquired regarding her payment of registration fees. She received an email from Ustazah Zahirah saying that IPIP has not received her payment that is why they haven't sent her the confirmation email with the info for orientation which is today.,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,11:20:00,11,Counter,Transaction,Buy SPI books - Hadi Irfan Basri,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:15:00,12,Phone,Enquiry,Muhammad Akasyah Bin Mohd Eisa enquired regarding orientation,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:20:00,12,Counter,Transaction,Buy book - Tajwid Asas (1 copy) - Azleena Binte Omar,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:28:00,12,Counter,Transaction,Buy book - BA101 (1 copy) - Sulina Bte Sayano,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:45:00,12,Counter,Transaction,Buy SLPI books and pay fees - Muhammad Hani Bin Mohamad Hanipah,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,14:22:00,14,Counter,Transaction,Buy book - Ulum Al-Qur'an (2 copies) - MOHAMED ZAHHID BIN MOHAMED YUSOFF,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,14:33:00,14,Phone,Enquiry,"Muhammad Jasmani Bin Mohd Hasan enquired regarding course schedule, books and Course Network",Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,14:50:00,14,Counter,Transaction,Buy book - Ulum Al-Hadith (2 copies) - and pay SLPI fees - Nurul Jannah Binte Mazlan,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,14:53:00,14,Counter,Enquiry,Change bank account for my GIRO application,Yes,Fees,Issued GIRO form and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,15:00:00,15,Counter,Transaction,Buy books and pay fees for DPI - Nur Hidayah Danishah Putri Zulkifly,Yes,General,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,16:21:00,16,Phone,Enquiry,SPI fees and schedule,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,16:44:00,16,Phone,Enquiry,SLPI fees pay online or over the counter,No,Fees,"Advised accordingly. Caller informed he will come to Pergas reception counter on Sunday, 8 Jan 2023.",No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,17:10:00,17,Phone,Enquiry,SLPI - Missed the orientation due to attending to other matters. So my class SLPI express is Mon & Wed or Tue & Thu,No,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,17:13:00,17,Counter,Transaction,Buy book - Tajwid Asas (1 copy) - Hariati Bte Sahak,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:19:00,12,Email,Transaction,Yuran 1st Trimester bagi SLPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,08:55:00,8,Email,Transaction,pembayaran kelas SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,12:08:00,12,Email,Enquiry,Pemberitahuan tidak hadir ke kelas,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,10:46:00,10,Email,Enquiry,Kehadiran Lewat ke Kelas,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,10:34:00,10,Email,Transaction,Pembayaran SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,23:32:00,23,Email,Enquiry,Penarikan diri dari program Diploma Pengajian Islam disebabkan masa tidak sesuai,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,7/1/2023,1,18:40:00,18,Email,Transaction,Pendaftaran untuk SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,09:10:00,9,Phone,Enquiry,Pertanyaan tentang permulaan kelas SPI,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,09:20:00,9,Counter,Enquiry,Pertanyaan tentang pembayaran SPI Mingguan,No,Registration,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,10:40:00,10,Counter,Transaction,Pay fees SLPI - Mohammed Syahmi Fida'iy Bin Mohammed Sophian,Yes,Fees,Received payment and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,10:45:00,10,Counter,Enquiry,Self collect Books - Rozana Jalil,Yes,Books,Payment checked and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,10:50:00,10,Counter,Transaction,Buy Ipip Books - Farhana Binte Karim,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,10:55:00,10,Phone,Enquiry,Pertanyaan tentang beli buku SLPI,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,11:00:00,11,Phone,Enquiry,Pertanyaan tentang penukaran kelas,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,18:07:00,18,Email,Enquiry,Absence detail from DPI,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,18:25:00,18,Email,Transaction,bayaran pengajian saya bagi DPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,09:42:00,9,Email,Enquiry,Pertanyaan tentang pendaftaran PBA,Yes,General,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,14:15:00,14,Email,Transaction,pembayaran bagi bulan pertama SLPI Express,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,8/1/2023,2,20:20:00,20,Email,Transaction,Pembayaran Yuran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,11:20:00,11,Counter,Enquiry,Collect PTI Certificate - Rashidah Bte Abdul Latiff,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,11:20:00,11,Counter,Enquiry,Collect PTI Certificate - Wahidah Bte Abdul Latiff,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,11:30:00,11,Phone,Enquiry,Pertanyaan berkenaan jadual dan buku SLPI,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,12:00:00,12,Counter,Transaction,Buy IPIP Book - Tajwid Asas - Subaibah Binte Abdul Gani,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,12:05:00,12,Counter,Transaction,Buy IPIP Book - Ulum Al-Hadith - Muhammad Farhan Bin Abdul Kader,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,12:30:00,12,Phone,Enquiry,Pertanyaaan tentang class fizikal atau online pada hari ini SLPI,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,14:05:00,14,Counter,Transaction,"Buy IPIP Book - Ulum Al-Hadith - Abdul Rahim Mohammad 
",Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,14:10:00,14,Counter,Transaction,"Buy Ipip Book - Arabic Penmanship - Muhammad Firhan Bin Abdul Kadir 
",Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,15:20:00,15,Phone,Enquiry,Pertanyaan tentang Master Program,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,15:25:00,15,Counter,Transaction,Buy IPIP Book - Ulum Al-Hadith - Muhammad Muazzam Bin Amran,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,15:45:00,15,Counter,Transaction,Buy Ipip Book - Ulum Al- Hadith - Wan Nurhidayah Binte Mohd Zainuddin,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,16:05:00,16,Counter,Enquiry,Self collect certificate for Farhanah and Shaahidah,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,17:00:00,17,Counter,Transaction,Buy IPIP Book - Ulum Al-Hadith - Mohamed Hanis Syahmie Bin Mohamed haroun,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,18:00:00,18,Counter,Transaction,Buy Ipip Book - Ulum Al- Hadith - ILI FAIRUZAH BINTE RAHMAD,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,18:25:00,18,Counter,Transaction,Buy IPIP Book - Tajwid Asas - Azman bin Ari,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,23:11:00,23,Email,Transaction,pembayaran yuran pengajian pertama SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,08:41:00,8,Email,Transaction,pembayaran yuran pengajian serta baki yuran pendaftaran SLPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,9/1/2023,2,08:59:00,8,Email,Transaction,pembayaran yuran pengajian SPIe,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:08:00,11,Counter,Transaction,Self-collect book - Ref. No: 15068 - Nur Qistina,Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:15:00,11,Phone,Enquiry,Zoom class online for SPI esok... pin code belum dapat - Hanawi Bin Hanim,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:20:00,11,Counter,Transaction,Nur Um'mairah new student of SLPI Express Mon & Wed. Just discharged from hospital and missed the class yesterday as she wasn't feeling well. Wants to collect the books first but pay end of the month,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:51:00,11,Counter,Transaction,Pay SLPI fees - Siti Raudha Bte Abdul Latiffuddin,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,14:10:00,14,Counter,Transaction,Buy Ipip Books for SPI - Jasman Sakaran,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,14:20:00,14,Counter,Transaction,Buy Ipip book - Ulum Hadith - Halimahtus Sadiah Binte Romainor,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,15:51:00,15,Phone,Enquiry,Ordered books online the message stated 7 days how long will it take to deliver?,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,16:29:00,16,Phone,Enquiry,Anak saya Nur Um'mairah baru register SLPI Express hendak beli buku. Saya boleh bayar akhir bulan sahaja. Bagaimana?,Yes,Books,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,16:50:00,16,Counter,Enquiry,I came for PTI class yesterday but my name was not in the register - Noor Hanis Bin Ahmad Khalil,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,17:07:00,17,Phone,Enquiry,Pertanyaan tentang sijil DPI bila dikeluarkan - Mohamed Azan Bin Mohamed Repin,Yes,Certificate,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,18:13:00,18,Counter,Transaction,Handed over exam paper and books - Ustazah Raihana Bte Abdul Mutalib,No,Exams,Handed over exam papers and books to Ustaz Abdillah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,18:18:00,18,Counter,Transaction,Submit giro form - Norhusaidahwati Binte Hassan,Yes,Fees,Handed over GIRO form to Finance,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,18:25:00,18,Counter,Transaction,Buy IPIP Book - Tafsir (1 copy) - Irdiana Bte Suriak,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,18:28:00,18,Counter,Transaction,Buy IPIP Book - Tafsir (1 copy) - Mardiana Ismail,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,23:08:00,23,Chat,Enquiry,"Kelulusan diploma pengajian islam di madrasah private seperti andalus/cordova, apakah kelayakan kursus yang saya boleh sertai",No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:02:00,11,Email,Enquiry,Pertanyaan tentang pendaftaran SPI,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,09:02:00,9,Email,Transaction,Bayaran untuk spi,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,11:30:00,11,Email,Transaction,Registration fee payment for PTI Eng,Yes,Registration,Pembayaran untuk SLPI,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,10/1/2023,2,21:22:00,21,Email,Enquiry,Pertanyaan tentang yuran,Yes,Fees,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,11:30:00,11,Counter,Transaction,"Buy IPIP Book SPI, pay fees and collect certificate - Norizan Bte Mohd Said",Yes,General,"Received payment, issued books and issued certificate",No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,11:35:00,11,Counter,Transaction,Self-collect book - Ref. No: 15234 - Bebee Kamisa,Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,19:08:00,19,Facebook,Enquiry,Pertanyaan tentang PBA,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,17:28:00,17,Facebook,Enquiry,Pertanyaan tentang kelas PAQ dan PTI,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,18:18:00,18,Email,Enquiry,Pertanyaan tentang IPIP Bachelor in Islamic Revealed Knowledge & Heritage,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,17:54:00,17,Email,Transaction,Pembayaran untuk pendaftaran kelas PAQ2,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,21:09:00,21,Email,Transaction,Pembayaran yuran SLPI,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,17:28:00,17,Website,Enquiry,"I would like to know for this year intake SLPI, is it already open for registration?",No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,21:06:00,21,Email,Transaction,Registration fee payment for PTI Eng,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,18:47:00,18,Email,Transaction,pembayaran yuran pendaftaran SPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,21:54:00,21,Email,Transaction,Pembayaran yuran pengajian SPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,11/1/2023,2,12:10:00,12,Email,Enquiry,Pertanyaan tentang BIRKH,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,12:20:00,12,Phone,Enquiry,Asking about registration form for PAQ 1,No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,12:40:00,12,Phone,Enquiry,Pertanyaan untuk tukar kelas daripada hari Isnin ke Jumaat (PTI),Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,13:05:00,13,Counter,Transaction,Pay fees and buy book - Raudah Nurzahrina Binte Zainuddin,Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,13:10:00,13,Counter,Transaction,Buy book - Tajwid power 1 - Subaidah Binte Mohd Ismail,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,14:55:00,14,Counter,Transaction,Buy Book Ulum Al-Quran - Elmy Sulaiha Binte Nasre,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,15:00:00,15,Counter,Transaction,Pay Fees - Muhammad Ismail Bin Abdullah,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,15:05:00,15,Counter,Transaction,Buy Book Ulum Al-Quran - Muhammad Aidil Bin Norshaid,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,15:15:00,15,Phone,Enquiry,Pertanyaan tentang bayaran gst,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,17:27:00,17,Facebook,Enquiry,Pertanyaan tentang had umur PTI,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,20:38:00,20,Email,Transaction,pembayaran yuran pendaftaran SLPI,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,17:15:00,17,Email,Transaction,Pembayaran Yuran SPIR,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,12/1/2023,2,13:46:00,13,Email,Transaction,payment and registration for SPIR,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
